ID,Type,SKU,"GTIN, UPC, EAN, or ISBN",Name,Published,"Is featured?","Visibility in catalog","Short description",Description,"Date sale price starts","Date sale price ends","Tax status","Tax class","In stock?",Stock,"Low stock amount","Backorders allowed?","Sold individually?","Weight (kg)","Length (cm)","Width (cm)","Height (cm)","Allow customer reviews?","Purchase note","Sale price","Regular price",Categories,Tags,"Shipping class",Images,"Download limit","Download expiry days",Parent,"Grouped products",Upsells,Cross-sells,"External URL","Button text",Position,Brands,"Meta: produkt_maengde","Meta: _produkt_maengde","Meta: produkt_beskrivelse","Meta: _produkt_beskrivelse","Meta: oprindelsesland","Meta: _oprindelsesland","Meta: naeringsindhold","Meta: _naeringsindhold","Meta: ingredienser","Meta: _ingredienser"
364,simple,,,"Blåbær marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,37,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Blabaer-marmelade-1.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
365,simple,,,"Brombær marmelade sødet med æble",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,35,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Brombaer-marmelade-sodet-med-aeble-1.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
367,simple,,,"Brombær marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,35,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Brombaer-marmelade-1.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
368,simple,,,"Citron marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,33,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Citron-marmelade-1.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
369,simple,,,"Figen marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,60,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Figen-marmelade.jpg,,,,,,,,,0,"Les Moulins Mahjoub","240 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
370,simple,,,"Havtorn marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,37,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Havtorn-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
371,simple,,,"Hindbær marmelade sødet med æble",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,37,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Hindbaer-marmelade-sodet-med-aeble-1.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
372,simple,,,"Hindbær marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,37,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Hindbaer-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
373,simple,,,"Honning Bi",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50,"Marmelade & Honning > Honning",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Honning-Bi-1.jpg,,,,,,,,,0,Søbogaard,"450 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
374,simple,,,"Honning Lyng",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,69,"Marmelade & Honning > Honning",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Honning-Lyng.jpg,,,,,,,,,0,Søbogaard,"450 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
375,simple,,,"Honning sensommer",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,55,"Marmelade & Honning > Honning",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Honning-sensommer.jpg,,,,,,,,,0,"Egen avl","450 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
376,simple,,,"Hyben marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,35,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Hyben-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
377,simple,,,"Hyldeblomst citron marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,33,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Hyldeblomst-citron-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
378,simple,,,"Jordbær marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,33,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Jordbaer-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
379,simple,,,"Jordbær rabarber marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,33,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Jordbaer-rabarber-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
380,simple,,,"Lemon marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,60,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Lemon-marmelade.jpg,,,,,,,,,0,"Les Moulins Mahjoub","240 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
381,simple,,,"Marmelade Jordbær Sødet med æble",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,35,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Marmelade-Jordbaer-Sodet-med-aeble-1.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
382,simple,,,"Rabarber marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,33,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Rabarber-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
383,simple,,,"Solbær marmelade sødet med æble",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,35,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Solbaer-marmelade-sodet-med-aeble.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
384,simple,,,"Solbær marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,33,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Solbaer-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
385,simple,,,"Stikkelsbær marmelade",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,33,"Marmelade & Honning > Marmelade",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Stikkelsbaer-marmelade.jpg,,,,,,,,,0,Søbogaard,"400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
400,simple,,,Couscous,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,55,"Pasta & Couscous > Couscous",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Couscous.jpg,,,,,,,,,0,"Les Moulins Mahjoub","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
401,simple,,,"Linguine hvide",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Linguine-hvide.jpg,,,,,,,,,0,"Girolomoni Italien","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
402,simple,,,"M’hamsa couscous – håndlavet",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,55,"Pasta & Couscous > Couscous",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Mhamsa-couscous-–-handlavet.jpg,,,,,,,,,0,"Les Moulins Mahjoub","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
403,simple,,,"M’hamsa couscous fuldkorn – håndlavet",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,55,"Pasta & Couscous > Couscous",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Mhamsa-couscous-fuldkorn-–-handlavet.jpg,,,,,,,,,0,"Les Moulins Mahjoub","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
404,simple,,,"Penne hvide",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,20,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Penne-hvide.jpg,,,,,,,,,0,"Girolomoni Italien","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
405,simple,,,"Rigatoni rør hvide",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,20,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Rigatoni-ror-hvide.jpg,,,,,,,,,0,"Girolomoni Italien","400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
406,simple,,,"Risnudler brune Yakso",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,32,"Pasta & Couscous > Nudler",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Risnudler-brune-Yakso.jpg,,,,,,,,,0,,"220 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
407,simple,,,"Skruer hvide",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,20,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Skruer-hvide.jpeg,,,,,,,,,0,"Girolomoni Italien","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
408,simple,,,"Sløjfer hvide",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,20,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Slojfer-hvide.jpg,,,,,,,,,0,"Girolomoni Italien","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
409,simple,,,"Spaghetti fuldkorn",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Spaghetti-fuldkorn.jpg,,,,,,,,,0,"Girolomoni Italien","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
410,simple,,,"Spaghetti hvide",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,19,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Spaghetti-hvide.jpg,,,,,,,,,0,"Girolomoni Italien","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
411,simple,,,"Strozzapreti hvide",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,20,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Strozzapreti-hvide.jpg,,,,,,,,,0,"Girolomoni Italien","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
412,simple,,,"Strozzapreti Tricolore",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,20,"Pasta & Couscous > Pasta",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/05/Strozzapreti-Tricolore.jpeg,,,,,,,,,0,"Girolomoni Italien","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
425,simple,,,"Artiskokker i ekstra jomfru olivenolie",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,80,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Artiskokker-i-ekstra-jomfru-olivenolie.jpg,,,,,,,,,0,"Les Moulins Mahjoub","300 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
428,simple,,,"Naturlige Sahli-oliven",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,35,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Naturlige-Sahli-oliven.jpg,,,,,,,,,0,"Les Moulins Mahjoub","130 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
429,simple,,,"Passata – tomatpuré",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,39,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Passata-–-tomatpure.jpg,,,,,,,,,0,"Les Moulins Mahjoub","500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
430,simple,,,"Soltørrede tomater i ekstra jomfruolivenolie",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Soltorrede-tomater-i-ekstra-jomfruolivenolie.jpg,,,,,,,,,0,"Les Moulins Mahjoub","200 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
431,simple,,,"Soltørret tomatcreme",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,55,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Soltorret-tomatcreme.jpg,,,,,,,,,0,"Les Moulins Mahjoub","200 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
432,simple,,,"syltede citroner i saltlage",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,40,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/syltede-citroner-i-saltlage.jpg,,,,,,,,,0,"Les Moulins Mahjoub","150 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
433,simple,,,"Syltede citroner i skiver",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,40,"Sylt & Delikatesser > Syltede & Marinerede, Uncategorized",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Syltede-citroner-i-skiver.jpg,,,,,,,,,0,"Les Moulins Mahjoub","150 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
434,simple,,,"Syltet FENNIKEL",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,45,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Syltet-FENNIKEL.jpg,,,,,,,,,0,Fangst,"130 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
435,simple,,,"Syltet RØDLØG",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,45,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Syltet-RODLOG.jpg,,,,,,,,,0,"Egen avl","130 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
436,simple,,,"Tibar 1 sauce til couscous & pasta",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Tibar-1-sauce-til-couscous-pasta.jpg,,,,,,,,,0,"Les Moulins Mahjoub","340 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
438,simple,,,"Tunesiske artiskokblade i H’rouss-stil",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50,"Sylt & Delikatesser > Syltede & Marinerede",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Tunesiske-artiskokblade-i-Hrouss-stil.jpg,,,,,,,,,0,"Les Moulins Mahjoub","185 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
439,simple,,,"Vilde bjergkapers i havsalt",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,50,"Sylt & Delikatesser > Basisvarer & Smagsforstærkere",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Vilde-bjergkapers-i-havsalt.jpg,,,,,,,,,0,"Les Moulins Mahjoub","100 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
447,simple,,,Dadelrulle,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,85,"Specialiteter & Andet godt > Snacks & Nødder",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Dadelrulle.jpg,,,,,,,,,0,Aurion,"500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
448,simple,,,Figenrulle,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,80,"Specialiteter & Andet godt > Snacks & Nødder",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Figenrulle.jpg,,,,,,,,,0,Aurion,"500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
449,simple,,,Hasselnødderulle,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,90,"Specialiteter & Andet godt > Snacks & Nødder",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Hasselnodderulle.jpg,,,,,,,,,0,Aurion,"500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
450,simple,,,Kokosrulle,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,90,"Specialiteter & Andet godt > Snacks & Nødder",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Kokosrulle.jpg,,,,,,,,,0,Aurion,"500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
451,simple,,,Mandler,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,75,"Specialiteter & Andet godt > Snacks & Nødder",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Mandler.jpg,,,,,,,,,0,"Girolomoni Italien","400 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
452,simple,,,Valnødderulle,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,24,"Specialiteter & Andet godt > Snacks & Nødder",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Valnodderulle.jpg,,,,,,,,,0,Aurion,"500 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
482,simple,,,Durummel,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,65,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Durummel.jpg,,,,,,,,,0,Aurion,"1,5 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
483,simple,,,Emmermel,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,"52,50","Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Emmermel.jpg,,,,,,,,,0,Aurion,"1 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
484,simple,,,Grahamsmel,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Grahamsmel-15kg.jpg,,,,,,,,,0,Aurion,"1 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
485,simple,,,"Groft Ølandshvedemel",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,58,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Groft-Olandshvedemel-5kg.jpg,,,,,,,,,0,Aurion,"1,5 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
486,simple,,,"Havregryn grov glutenfri",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,47,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Havregryn-grov-glutenfri.jpg,,,,,,,,,0,Aurion,"1 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
487,simple,,,"Havregryn fin glutenfri",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,46,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Havregryn-fin-glutenfri.jpg,,,,,,,,,0,Aurion,"1 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
488,simple,,,"Havregryn sorthavre grovvalsede",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,45,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Havregryn-sorthavre-grovvalsede.jpg,,,,,,,,,0,"Engdigegaard damn ark","835 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
489,simple,,,boghvede,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,49,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Hel-boghvede.jpg,,,,,,,,,0,Aurion,"600 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
490,simple,,,"Hele Ingrid-ærter",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,42,"Mel & Korn > Hele korn & Frø",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Hele-Ingrid-aerter.jpg,,,,,,,,,0,"Egen avl","600 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
491,simple,,,Hvedemel,1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,56,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Hvedemel-5-kg.jpg,,,,,,,,,0,Aurion,"5 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
492,simple,,,"Rug hel",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,130,"Mel & Korn > Mel",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Rug-hel-5-kg.jpg,,,,,,,,,0,Aurion,"5 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
493,simple,,,"Mariagertoba hvedemel fuldkorn",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,62,"Mel & Korn > Mel fra egen mark",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Mariagertoba-hvedemel-fuldkorn-2-kg.jpg,,,,,,,,,0,"Egen avl","2 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
494,simple,,,"Mariagertoba hvedemel fuldkorn",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,145,"Mel & Korn > Mel fra egen mark",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Mariagertoba-hvedemel-fuldkorn-5-kg.jpg,,,,,,,,,0,"Egen avl","5 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
495,simple,,,"Mariagertoba hvedemel letsigtet",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,62,"Mel & Korn > Mel fra egen mark",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Mariagertoba-hvedemel-letsigtet-2kg.jpg,,,,,,,,,0,"Egen avl","2 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
496,simple,,,"Mariagertoba hvedemel letsigtet",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,145,"Mel & Korn > Mel fra egen mark",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Mariagertoba-hvedemel-letsigtet-5kg.jpg,,,,,,,,,0,"Egen avl","5 kg",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
497,simple,,,"Pandekagemix glutenfri",1,0,visible,,,,,taxable,,1,,,0,0,,,,,1,,,52,"Mel & Korn > Bagemixe",,,http://ap-birkemosegaard.local/wp-content/uploads/2025/06/Pandekagemix-glutenfri.jpg,,,,,,,,,0,Aurion,"450 g",field_68371d05ca974,,field_6836293a89ed7,,field_6836313faa69b,,field_683629af89ed8,,field_68362b303ac21
